[0, 0, 6, 2];-26.5200000000000;-28.6000000000000
[0, 0, 6, 3];-27.7800000000000;-27.5000000000000
[0, 0, 6, 4];-29.0400000000000;-26.4000000000000
[0, 0, 6, 5];-30.3000000000000;-25.3000000000000
[0, 0, 6, 6];-31.5600000000000;-24.2000000000000
[0, 0, 6, 7];-32.8200000000000;-23.1000000000000
[0, 0, 6, 8];-34.0800000000000;-22.0000000000000
[0, 0, 6, 9];-35.3400000000000;-20.9000000000000
[0, 0, 6, 10];-36.6000000000000;-19.8000000000000
[0, 0, 7, 0];-28.0000000000000;-26.1000000000000
[0, 0, 7, 1];-29.2700000000000;-25.0000000000000
[0, 0, 7, 2];-30.5400000000000;-23.9000000000000
[0, 0, 7, 3];-31.8100000000000;-22.8000000000000
[0, 0, 7, 4];-33.0800000000000;-21.7000000000000
[0, 0, 7, 5];-34.3500000000000;-20.6000000000000
[0, 0, 7, 6];-35.6200000000000;-19.5000000000000
[0, 0, 7, 7];-36.8900000000000;-18.4000000000000
[0, 0, 7, 8];-38.1600000000000;-17.3000000000000
[0, 0, 7, 9];-39.4300000000000;-16.2000000000000
[0, 0, 7, 10];-40.7000000000000;-15.1000000000000
[0, 0, 8, 0];-32.0000000000000;-21.4000000000000
[0, 0, 8, 1];-33.2800000000000;-20.3000000000000
[0, 0, 8, 2];-34.5600000000000;-19.2000000000000
[0, 0, 8, 3];-35.8400000000000;-18.1000000000000
[0, 0, 8, 4];-37.1200000000000;-17.0000000000000
[0, 0, 8, 5];-38.4000000000000;-15.9000000000000
[0, 0, 8, 6];-39.6800000000000;-14.8000000000000
[0, 0, 8, 7];-40.9600000000000;-13.7000000000000
[0, 0, 8, 8];-42.2400000000000;-12.6000000000000
[0, 0, 8, 9];-43.5200000000000;-11.5000000000000
[0, 0, 8, 10];-44.8000000000000;-10.4000000000000
[0, 0, 9, 0];-36.0000000000000;-16.7000000000000
[0, 0, 9, 1];-37.2900000000000;-15.6000000000000
[0, 0, 9, 2];-38.5800000000000;-14.5000000000000
[0, 0, 9, 3];-39.8700000000000;-13.4000000000000
[0, 0, 9, 4];-41.1600000000000;-12.3000000000000
[0, 0, 9, 5];-42.4500000000000;-11.2000000000000
[0, 0, 9, 6];-43.7400000000000;-10.1000000000000
[0, 0, 9, 7];-45.0300000000000;-9.00000000000000
[0, 0, 9, 8];-46.3200000000000;-7.90000000000000
[0, 0, 9, 9];-47.6100000000000;-6.80000000000000
[0, 0, 9, 10];-48.9000000000000;-5.70000000000000
[0, 0, 10, 0];-40.0000000000000;-12.0000000000000
[0, 0, 10, 1];-41.3000000000000;-10.9000000000000
[0, 0, 10, 2];-42.6000000000000;-9.80000000000000
[0, 0, 10, 3];-43.9000000000000;-8.70000000000000
[0, 0, 10, 4];-45.2000000000000;-7.60000000000000
[0, 0, 10, 5];-46.5000000000000;-6.50000000000000
[0, 0, 10, 6];-47.8000000000000;-5.40000000000000
[0, 0, 10, 7];-49.1000000000000;-4.30000000000000
[0, 0, 10, 8];-50.4000000000000;-3.20000000000000
[0, 0, 10, 9];-51.7000000000000;-2.10000000000000
[0, 0, 10, 10];-53.0000000000000;-1.00000000000000
[0, 1, 0, 0];-1.00000000000000;-57.6000000000000
[0, 1, 0, 1];-2.30000000000000;-56.5000000000000
[0, 1, 0, 2];-3.60000000000000;-55.4000000000000
[0, 1, 0, 3];-4.90000000000000;-54.3000000000000
[0, 1, 0, 4];-6.20000000000000;-53.2000000000000
[0, 1, 0, 5];-7.50000000000000;-52.1000000000000
[0, 1, 0, 6];-8.80000000000000;-51.0000000000000
[0, 1, 0, 7];-10.1000000000000;-49.9000000000000
[0, 1, 0, 8];-11.4000000000000;-48.8000000000000
[0, 1, 0, 9];-12.7000000000000;-47.7000000000000
[0, 1, 0, 10];-14.0000000000000;-46.6000000000000
[0, 1, 1, 0];-5.10000000000000;-52.9000000000000
[0, 1, 1, 1];-6.41000000000000;-51.8000000000000
[0, 1, 1, 2];-7.72000000000000;-50.7000000000000
[0, 1, 1, 3];-9.03000000000000;-49.6000000000000
[0, 1, 1, 4];-10.3400000000000;-48.5000000000000
[0, 1, 1, 5];-11.6500000000000;-47.4000000000000
[0, 1, 1, 6];-12.9600000000000;-46.3000000000000
[0, 1, 1, 7];-14.2700000000000;-45.2000000000000
[0, 1, 1, 8];-15.5800000000000;-44.1000000000000
[0, 1, 1, 9];-16.8900000000000;-43.0000000000000
[0, 1, 1, 10];-18.2000000000000;-41.9000000000000
[0, 1, 2, 0];-9.20000000000000;-48.2000000000000
[0, 1, 2, 1];-10.5200000000000;-47.1000000000000
[0, 1, 2, 2];-11.8400000000000;-46.0000000000000
[0, 1, 2, 3];-13.1600000000000;-44.9000000000000
[0, 1, 2, 4];-14.4800000000000;-43.8000000000000
[0, 1, 2, 5];-15.8000000000000;-42.7000000000000
[0, 1, 2, 6];-17.1200000000000;-41.6000000000000
[0, 1, 2, 7];-18.4400000000000;-40.5000000000000
[0, 1, 2, 8];-19.7600000000000;-39.4000000000000
[0, 1, 2, 9];-21.0800000000000;-38.3000000000000
[0, 1, 2, 10];-22.4000000000000;-37.2000000000000
[0, 1, 3, 0];-13.3000000000000;-43.5000000000000
[0, 1, 3, 1];-14.6300000000000;-42.4000000000000
[0, 1, 3, 2];-15.9600000000000;-41.3000000000000
[0, 1, 3, 3];-17.2900000000000;-40.2000000000000
[0, 1, 3, 4];-18.6200000000000;-39.1000000000000
[0, 1, 3, 5];-19.9500000000000;-38.0000000000000
[0, 1, 3, 6];-21.2800000000000;-36.9000000000000
[0, 1, 3, 7];-22.6100000000000;-35.8000000000000
[0, 1, 3, 8];-23.9400000000000;-34.7000000000000
[0, 1, 3, 9];-25.2700000000000;-33.6000000000000
[0, 1, 3, 10];-26.6000000000000;-32.5000000000000
[0, 1, 4, 0];-17.4000000000000;-38.8000000000000
[0, 1, 4, 1];-18.7400000000000;-37.7000000000000
[0, 1, 4, 2];-20.0800000000000;-36.6000000000000
[0, 1, 4, 3];-21.4200000000000;-35.5000000000000
[0, 1, 4, 4];-22.7600000000000;-34.4000000000000
[0, 1, 4, 5];-24.1000000000000;-33.3000000000000
[0, 1, 4, 6];-25.4400000000000;-32.2000000000000
[0, 1, 4, 7];-26.7800000000000;-31.1000000000000
[0, 1, 4, 8];-28.1200000000000;-30.0000000000000
[0, 1, 4, 9];-29.4600000000000;-28.9000000000000
[0, 1, 4, 10];-30.8000000000000;-27.8000000000000
[0, 1, 5, 0];-21.5000000000000;-34.1000000000000
[0, 1, 5, 1];-22.8500000000000;-33.0000000000000
[0, 1, 5, 2];-24.2000000000000;-31.9000000000000
[0, 1, 5, 3];-25.5500000000000;-30.8000000000000
[0, 1, 5, 4];-26.9000000000000;-29.7000000000000
[0, 1, 5, 5];-28.2500000000000;-28.6000000000000
[0, 1, 5, 6];-29.6000000000000;-27.5000000000000
[0, 1, 5, 7];-30.9500000000000;-26.4000000000000
[0, 1, 5, 8];-32.3000000000000;-25.3000000000000
[0, 1, 5, 9];-33.6500000000000;-24.2000000000000
[0, 1, 5, 10];-35.0000000000000;-23.1000000000000
[0, 1, 6, 0];-25.6000000000000;-29.4000000000000
[0, 1, 6, 1];-26.9600000000000;-28.3000000000000
[0, 1, 6, 2];-28.3200000000000;-27.2000000000000
[0, 1, 6, 3];-29.6800000000000;-26.1000000000000
[0, 1, 6, 4];-31.0400000000000;-25.0000000000000
[0, 1, 6, 5];-32.4000000000000;-23.9000000000000
[0, 1, 6, 6];-33.7600000000000;-22.8000000000000
[0, 1, 6, 7];-35.1200000000000;-21.7000000000000
[0, 1, 6, 8];-36.4800000000000;-20.6000000000000
[0, 1, 6, 9];-37.8400000000000;-19.5000000000000
[0, 1, 6, 10];-39.2000000000000;-18.4000000000000
[0, 1, 7, 0];-29.7000000000000;-24.7000000000000
[0, 1, 7, 1];-31.0700000000000;-23.6000000000000
[0, 1, 7, 2];-32.4400000000000;-22.5000000000000
[0, 1, 7, 3];-33.8100000000000;-21.4000000000000
[0, 1, 7, 4];-35.1800000000000;-20.3000000000000
[0, 1, 7, 5];-36.5500000000000;-19.2000000000000
[0, 1, 7, 6];-37.9200000000000;-18.1000000000000
[0, 1, 7, 7];-39.2900000000000;-17.0000000000000
[0, 1, 7, 8];-40.6600000000000;-15.9000000000000
[0, 1, 7, 9];-42.0300000000000;-14.8000000000000
[0, 1, 7, 10];-43.4000000000000;-13.7000000000000
[0, 1, 8, 0];-33.8000000000000;-20.0000000000000
[0, 1, 8, 1];-35.1800000000000;-18.9000000000000
[0, 1, 8, 2];-36.5600000000000;-17.8000000000000
[0, 1, 8, 3];-37.9400000000000;-16.7000000000000
[0, 1, 8, 4];-39.3200000000000;-15.6000000000000
[0, 1, 8, 5];-40.7000000000000;-14.5000000000000
[0, 1, 8, 6];-42.0800000000000;-13.4000000000000
[0, 1, 8, 7];-43.4600000000000;-12.3000000000000
[0, 1, 8, 8];-44.8400000000000;-11.2000000000000
[0, 1, 8, 9];-46.2200000000000;-10.1000000000000
[0, 1, 8, 10];-47.6000000000000;-9.00000000000000
[0, 1, 9, 0];-37.9000000000000;-15.3000000000000
[0, 1, 9, 1];-39.2900000000000;-14.2000000000000
[0, 1, 9, 2];-40.6800000000000;-13.1000000000000
[0, 1, 9, 3];-42.0700000000000;-12.0000000000000
[0, 1, 9, 4];-43.4600000000000;-10.9000000000000
[0, 1, 9, 5];-44.8500000000000;-9.80000000000000
[0, 1, 9, 6];-46.2400000000000;-8.70000000000000
[0, 1, 9, 7];-47.6300000000000;-7.60000000000000
[0, 1, 9, 8];-49.0200000000000;-6.50000000000000
[0, 1, 9, 9];-50.4100000000000;-5.40000000000000
[0, 1, 9, 10];-51.8000000000000;-4.30000000000000
[0, 1, 10, 0];-42.0000000000000;-10.6000000000000
[0, 1, 10, 1];-43.4000000000000;-9.50000000000000
[0, 1, 10, 2];-44.8000000000000;-8.40000000000000
[0, 1, 10, 3];-46.2000000000000;-7.30000000000000
[0, 1, 10, 4];-47.6000000000000;-6.20000000000000
[0, 1, 10, 5];-49.0000000000000;-5.10000000000000
[0, 1, 10, 6];-50.4000000000000;-4.00000000000000
[0, 1, 10, 7];-51.8000000000000;-2.90000000000000
[0, 1, 10, 8];-53.2000000000000;-1.80000000000000
[0, 1, 10, 9];-54.6000000000000;-0.700000000000001
[0, 2, 0, 0];-2.00000000000000;-56.2000000000000
[0, 2, 0, 1];-3.40000000000000;-55.1000000000000
[0, 2, 0, 2];-4.80000000000000;-54.0000000000000
[0, 2, 0, 3];-6.20000000000000;-52.9000000000000
[0, 2, 0, 4];-7.60000000000000;-51.8000000000000
[0, 2, 0, 5];-9.00000000000000;-50.7000000000000
[0, 2, 0, 6];-10.4000000000000;-49.6000000000000
[0, 2, 0, 7];-11.8000000000000;-48.5000000000000
[0, 2, 0, 8];-13.2000000000000;-47.4000000000000
[0, 2, 0, 9];-14.6000000000000;-46.3000000000000
[0, 2, 0, 10];-16.0000000000000;-45.2000000000000
[0, 2, 1, 0];-6.20000000000000;-51.5000000000000
[0, 2, 1, 1];-7.61000000000000;-50.4000000000000
[0, 2, 1, 2];-9.02000000000000;-49.3000000000000
[0, 2, 1, 3];-10.4300000000000;-48.2000000000000
[0, 2, 1, 4];-11.8400000000000;-47.1000000000000
[0, 2, 1, 5];-13.2500000000000;-46.0000000000000
[0, 2, 1, 6];-14.6600000000000;-44.9000000000000
[0, 2, 1, 7];-16.0700000000000;-43.8000000000000
[0, 2, 1, 8];-17.4800000000000;-42.7000000000000
[0, 2, 1, 9];-18.8900000000000;-41.6000000000000
[0, 2, 1, 10];-20.3000000000000;-40.5000000000000
[0, 2, 2, 0];-10.4000000000000;-46.8000000000000
[0, 2, 2, 1];-11.8200000000000;-45.7000000000000
[0, 2, 2, 2];-13.2400000000000;-44.6000000000000
[0, 2, 2, 3];-14.6600000000000;-43.5000000000000
[0, 2, 2, 4];-16.0800000000000;-42.4000000000000
[0, 2, 2, 5];-17.5000000000000;-41.3000000000000
[0, 2, 2, 6];-18.9200000000000;-40.2000000000000
[0, 2, 2, 7];-20.3400000000000;-39.1000000000000
[0, 2, 2, 8];-21.7600000000000;-38.0000000000000
[0, 2, 2, 9];-23.1800000000000;-36.9000000000000
[0, 2, 2, 10];-24.6000000000000;-35.8000000000000
[0, 2, 3, 0];-14.6000000000000;-42.1000000000000
[0, 2, 3, 1];-16.0300000000000;-41.0000000000000
[0, 2, 3, 2];-17.4600000000000;-39.9000000000000
[0, 2, 3, 3];-18.8900000000000;-38.8000000000000
[0, 2, 3, 4];-20.3200000000000;-37.7000000000000
[0, 2, 3, 5];-21.7500000000000;-36.6000000000000
[0, 2, 3, 6];-23.1800000000000;-35.5000000000000
[0, 2, 3, 7];-24.6100000000000;-34.4000000000000
[0, 2, 3, 8];-26.0400000000000;-33.3000000000000
[0, 2, 3, 9];-27.4700000000000;-32.2000000000000
[0, 2, 3, 10];-28.9000000000000;-31.1000000000000
[0, 2, 4, 0];-18.8000000000000;-37.4000000000000
[0, 2, 4, 1];-20.2400000000000;-36.3000000000000
[0, 2, 4, 2];-21.6800000000000;-35.2000000000000
[0, 2, 4, 3];-23.1200000000000;-34.1000000000000
[0, 2, 4, 4];-24.5600000000000;-33.0000000000000
[0, 2, 4, 5];-26.0000000000000;-31.9000000000000
[0, 2, 4, 6];-27.4400000000000;-30.8000000000000
[0, 2, 4, 7];-28.8800000000000;-29.7000000000000
[0, 2, 4, 8];-30.3200000000000;-28.6000000000000
[0, 2, 4, 9];-31.7600000000000;-27.5000000000000
[0, 2, 4, 10];-33.2000000000000;-26.4000000000000
[0, 2, 5, 0];-23.0000000000000;-32.7000000000000
[0, 2, 5, 1];-24.4500000000000;-31.6000000000000
[0, 2, 5, 2];-25.9000000000000;-30.5000000000000
[0, 2, 5, 3];-27.3500000000000;-29.4000000000000
[0, 2, 5, 4];-28.8000000000000;-28.3000000000000
[0, 2, 5, 5];-30.2500000000000;-27.2000000000000
[0, 2, 5, 6];-31.7000000000000;-26.1000000000000
[0, 2, 5, 7];-33.1500000000000;-25.0000000000000
[0, 2, 5, 8];-34.6000000000000;-23.9000000000000
[0, 2, 5, 9];-36.0500000000000;-22.8000000000000
[0, 2, 5, 10];-37.5000000000000;-21.7000000000000
[0, 2, 6, 0];-27.2000000000000;-28.0000000000000
[0, 2, 6, 1];-28.6600000000000;-26.9000000000000
[0, 2, 6, 2];-30.1200000000000;-25.8000000000000
[0, 2, 6, 3];-31.5800000000000;-24.7000000000000
[0, 2, 6, 4];-33.0400000000000;-23.6000000000000
[0, 2, 6, 5];-34.5000000000000;-22.5000000000000
[0, 2, 6, 6];-35.9600000000000;-21.4000000000000
[0, 2, 6, 7];-37.4200000000000;-20.3000000000000
[0, 2, 6, 8];-38.8800000000000;-19.2000000000000
[0, 2, 6, 9];-40.3400000000000;-18.1000000000000
[0, 2, 6, 10];-41.8000000000000;-17.0000000000000
[0, 2, 7, 0];-31.4000000000000;-23.3000000000000
[0, 2, 7, 1];-32.8700000000000;-22.2000000000000
[0, 2, 7, 2];-34.3400000000000;-21.1000000000000
[0, 2, 7, 3];-35.8100000000000;-20.0000000000000
[0, 2, 7, 4];-37.2800000000000;-18.9000000000000
[0, 2, 7, 5];-38.7500000000000;-17.8000000000000
[0, 2, 7, 6];-40.2200000000000;-16.7000000000000
[0, 2, 7, 7];-41.6900000000000;-15.6000000000000
[0, 2, 7, 8];-43.1600000000000;-14.5000000000000
[0, 2, 7, 9];-44.6300000000000;-13.4000000000000
[0, 2, 7, 10];-46.1000000000000;-12.3000000000000
[0, 2, 8, 0];-35.6000000000000;-18.6000000000000
[0, 2, 8, 1];-37.0800000000000;-17.5000000000000
[0, 2, 8, 2];-38.5600000000000;-16.4000000000000
[0, 2, 8, 3];-40.0400000000000;-15.3000000000000
[0, 2, 8, 4];-41.5200000000000;-14.2000000000000
[0, 2, 8, 5];-43.0000000000000;-13.1000000000000
[0, 2, 8, 6];-44.4800000000000;-12.0000000000000
[0, 2, 8, 7];-45.9600000000000;-10.9000000000000
[0, 2, 8, 8];-47.4400000000000;-9.80000000000000
[0, 2, 8, 9];-48.9200000000000;-8.70000000000000
[0, 2, 8, 10];-50.4000000000000;-7.60000000000000
[0, 2, 9, 0];-39.8000000000000;-13.9000000000000
[0, 2, 9, 1];-41.2900000000000;-12.8000000000000
[0, 2, 9, 2];-42.7800000000000;-11.7000000000000
[0, 2, 9, 3];-44.2700000000000;-10.6000000000000
[0, 2, 9, 4];-45.7600000000000;-9.50000000000000
[0, 2, 9, 5];-47.2500000000000;-8.40000000000000
[0, 2, 9, 6];-48.7400000000000;-7.30000000000000
[0, 2, 9, 7];-50.2300000000000;-6.20000000000000
[0, 2, 9, 8];-51.7200000000000;-5.10000000000000
[0, 2, 9, 9];-53.2100000000000;-4.00000000000000
[0, 2, 9, 10];-54.7000000000000;-2.90000000000000
[0, 2, 10, 0];-44.0000000000000;-9.20000000000000
[0, 2, 10, 1];-45.5000000000000;-8.10000000000000
[0, 2, 10, 2];-47.0000000000000;-7.00000000000000
[0, 2, 10, 3];-48.5000000000000;-5.90000000000000
[0, 2, 10, 4];-50.0000000000000;-4.80000000000000
[0, 2, 10, 5];-51.5000000000000;-3.70000000000000
[0, 2, 10, 6];-53.0000000000000;-2.60000000000000
[0, 2, 10, 7];-54.5000000000000;-1.50000000000000
[0, 2, 10, 8];-56.0000000000000;-0.400000000000002
[0, 3, 0, 0];-3.00000000000000;-54.8000000000000
[0, 3, 0, 1];-4.50000000000000;-53.7000000000000
[0, 3, 0, 2];-6.00000000000000;-52.6000000000000
[0, 3, 0, 3];-7.50000000000000;-51.5000000000000
[0, 3, 0, 4];-9.00000000000000;-50.4000000000000
[0, 3, 0, 5];-10.5000000000000;-49.3000000000000
[0, 3, 0, 6];-12.0000000000000;-48.2000000000000
[0, 3, 0, 7];-13.5000000000000;-47.1000000000000
[0, 3, 0, 8];-15.0000000000000;-46.0000000000000
[0, 3, 0, 9];-16.5000000000000;-44.9000000000000
[0, 3, 0, 10];-18.0000000000000;-43.8000000000000
[0, 3, 1, 0];-7.30000000000000;-50.1000000000000
[0, 3, 1, 1];-8.81000000000000;-49.0000000000000
[0, 3, 1, 2];-10.3200000000000;-47.9000000000000
[0, 3, 1, 3];-11.8300000000000;-46.8000000000000
[0, 3, 1, 4];-13.3400000000000;-45.7000000000000
[0, 3, 1, 5];-14.8500000000000;-44.6000000000000
[0, 3, 1, 6];-16.3600000000000;-43.5000000000000
[0, 3, 1, 7];-17.8700000000000;-42.4000000000000
[0, 3, 1, 8];-19.3800000000000;-41.3000000000000
[0, 3, 1, 9];-20.8900000000000;-40.2000000000000
[0, 3, 1, 10];-22.4000000000000;-39.1000000000000
[0, 3, 2, 0];-11.6000000000000;-45.4000000000000
[0, 3, 2, 1];-13.1200000000000;-44.3000000000000
[0, 3, 2, 2];-14.6400000000000;-43.2000000000000
[0, 3, 2, 3];-16.1600000000000;-42.1000000000000
[0, 3, 2, 4];-17.6800000000000;-41.0000000000000
[0, 3, 2, 5];-19.2000000000000;-39.9000000000000
[0, 3, 2, 6];-20.7200000000000;-38.8000000000000
[0, 3, 2, 7];-22.2400000000000;-37.7000000000000
[0, 3, 2, 8];-23.7600000000000;-36.6000000000000
[0, 3, 2, 9];-25.2800000000000;-35.5000000000000
[0, 3, 2, 10];-26.8000000000000;-34.4000000000000
[0, 3, 3, 0];-15.9000000000000;-40.7000000000000
[0, 3, 3, 1];-17.4300000000000;-39.6000000000000
[0, 3, 3, 2];-18.9600000000000;-38.5000000000000
[0, 3, 3, 3];-20.4900000000000;-37.4000000000000
[0, 3, 3, 4];-22.0200000000000;-36.3000000000000
[0, 3, 3, 5];-23.5500000000000;-35.2000000000000
[0, 3, 3, 6];-25.0800000000000;-34.1000000000000
[0, 3, 3, 7];-26.6100000000000;-33.0000000000000
[0, 3, 3, 8];-28.1400000000000;-31.9000000000000
[0, 3, 3, 9];-29.6700000000000;-30.8000000000000
[0, 3, 3, 10];-31.2000000000000;-29.7000000000000
[0, 3, 4, 0];-20.2000000000000;-36.0000000000000
[0, 3, 4, 1];-21.7400000000000;-34.9000000000000
[0, 3, 4, 2];-23.2800000000000;-33.8000000000000
[0, 3, 4, 3];-24.8200000000000;-32.7000000000000
[0, 3, 4, 4];-26.3600000000000;-31.6000000000000
[0, 3, 4, 5];-27.9000000000000;-30.5000000000000
[0, 3, 4, 6];-29.4400000000000;-29.4000000000000
[0, 3, 4, 7];-30.9800000000000;-28.3000000000000
[0, 3, 4, 8];-32.5200000000000;-27.2000000000000
[0, 3, 4, 9];-34.0600000000000;-26.1000000000000
[0, 3, 4, 10];-35.6000000000000;-25.0000000000000
[0, 3, 5, 0];-24.5000000000000;-31.3000000000000
[0, 3, 5, 1];-26.0500000000000;-30.2000000000000
[0, 3, 5, 2];-27.6000000000000;-29.1000000000000
[0, 3, 5, 3];-29.1500000000000;-28.0000000000000
[0, 3, 5, 4];-30.7000000000000;-26.9000000000000
[0, 3, 5, 5];-32.2500000000000;-25.8000000000000
[0, 3, 5, 6];-33.8000000000000;-24.7000000000000
[0, 3, 5, 7];-35.3500000000000;-23.6000000000000
[0, 3, 5, 8];-36.9000000000000;-22.5000000000000
[0, 3, 5, 9];-38.4500000000000;-21.4000000000000
[0, 3, 5, 10];-40.0000000000000;-20.3000000000000
[0, 3, 6, 0];-28.8000000000000;-26.6000000000000
[0, 3, 6, 1];-30.3600000000000;-25.5000000000000
[0, 3, 6, 2];-31.9200000000000;-24.4000000000000
[0, 3, 6, 3];-33.4800000000000;-23.3000000000000
[0, 3, 6, 4];-35.0400000000000;-22.2000000000000
[0, 3, 6, 5];-36.6000000000000;-21.1000000000000
[0, 3, 6, 6];-38.1600000000000;-20.0000000000000
[0, 3, 6, 7];-39.7200000000000;-18.9000000000000
[0, 3, 6, 8];-41.2800000000000;-17.8000000000000
[0, 3, 6, 9];-42.8400000000000;-16.7000000000000
[0, 3, 6, 10];-44.4000000000000;-15.6000000000000
[0, 3, 7, 0];-33.1000000000000;-21.9000000000000
[0, 3, 7, 1];-34.6700000000000;-20.8000000000000
[0, 3, 7, 2];-36.2400000000000;-19.7000000000000
[0, 3, 7, 3];-37.8100000000000;-18.6000000000000
[0, 3, 7, 4];-39.3800000000000;-17.5000000000000
[0, 3, 7, 5];-40.9500000000000;-16.4000000000000
[0, 3, 7, 6];-42.5200000000000;-15.3000000000000
[0, 3, 7, 7];-44.0900000000000;-14.2000000000000
[0, 3, 7, 8];-45.6600000000000;-13.1000000000000
[0, 3, 7, 9];-47.2300000000000;-12.0000000000000
[0, 3, 7, 10];-48.8000000000000;-10.9000000000000
[0, 3, 8, 0];-37.4000000000000;-17.2000000000000
[0, 3, 8, 1];-38.9800000000000;-16.1000000000000
[0, 3, 8, 2];-40.5600000000000;-15.0000000000000
[0, 3, 8, 3];-42.1400000000000;-13.9000000000000
[0, 3, 8, 4];-43.7200000000000;-12.8000000000000
[0, 3, 8, 5];-45.3000000000000;-11.7000000000000
[0, 3, 8, 6];-46.8800000000000;-10.6000000000000
[0, 3, 8, 7];-48.4600000000000;-9.50000000000000
[0, 3, 8, 8];-50.0400000000000;-8.40000000000000
[0, 3, 8, 9];-51.6200000000000;-7.30000000000000
[0, 3, 8, 10];-53.2000000000000;-6.20000000000000
[0, 3, 9, 0];-41.7000000000000;-12.5000000000000
[0, 3, 9, 1];-43.2900000000000;-11.4000000000000
[0, 3, 9, 2];-44.8800000000000;-10.3000000000000
[0, 3, 9, 3];-46.4700000000000;-9.19999999999999
[0, 3, 9, 4];-48.0600000000000;-8.09999999999999
[0, 3, 9, 5];-49.6500000000000;-6.99999999999999
[0, 3, 9, 6];-51.2400000000000;-5.89999999999999
[0, 3, 9, 7];-52.8300000000000;-4.79999999999999
